id_cliente,edad,genero,ciudad,tipo_poliza,antiguedad_meses,valor_poliza,reclamaciones,pqr,retrasos_pago,canal_atencion,fecha_actualizacion,churn
CLI0577,31,Femenino,Cali,Salud,9,602710,0,3,1,App,2026-04-30,0
CLI0578,45,Masculino,Bucaramanga,Salud,73,825423,1,1,3,Web,2025-02-28,0
CLI0579,22,Masculino,Barranquilla,Vida,38,358466,3,2,3,App,2025-11-16,0
CLI0580,64,Masculino,Bogotá,Vehiculo,75,979485,1,0,3,Telefonico,2025-12-24,0
CLI0581,66,Masculino,Barranquilla,Vida,54,86968,2,2,2,Presencial,2026-04-17,0
CLI0582,47,Femenino,Cali,Hogar,56,369662,0,2,2,Telefonico,2025-01-30,1
CLI0583,63,Femenino,Cali,Vida,86,918357,2,1,1,Telefonico,2025-06-11,1
CLI0584,69,Femenino,Barranquilla,Vida,97,270920,0,0,4,Web,2025-01-21,0
CLI0585,22,Masculino,Bucaramanga,Hogar,100,978332,1,2,1,App,2025-09-26,0
CLI0586,29,Femenino,Bucaramanga,Salud,109,959854,0,3,0,Presencial,2025-07-31,0
CLI0587,33,Masculino,Cali,Salud,87,343844,1,0,3,Presencial,2025-02-26,0
CLI0588,43,Femenino,Medellín,Salud,45,960214,1,1,0,App,2025-04-29,0
CLI0589,43,Masculino,Bucaramanga,Vehiculo,109,312076,0,1,1,Web,2024-12-10,0
CLI0590,65,Masculino,Barranquilla,Hogar,34,103199,1,0,0,Web,2025-07-27,0
CLI0591,38,Femenino,Bucaramanga,Hogar,9,517805,1,1,2,Web,2025-09-04,0
CLI0592,56,Femenino,Barranquilla,Vida,88,243187,1,2,1,Presencial,2024-09-11,1
CLI0593,53,Femenino,Cali,Vehiculo,8,535150,2,0,1,Web,2024-10-28,0
CLI0594,50,Femenino,Bucaramanga,Salud,7,589551,1,1,0,Web,2024-08-24,0
CLI0595,47,Masculino,Barranquilla,Vehiculo,36,593942,3,2,2,Presencial,2026-07-21,1
CLI0596,54,Femenino,Cali,Hogar,18,789676,1,3,0,Presencial,2025-03-12,0
CLI0597,40,Femenino,Medellín,Hogar,3,85520,0,0,0,Telefonico,2025-06-08,0
CLI0598,75,Femenino,Barranquilla,Vida,28,714102,2,1,0,Presencial,2026-04-01,0
CLI0599,27,Masculino,Medellín,Vida,70,247527,3,2,1,App,2025-12-09,1
CLI0600,71,Masculino,Medellín,Hogar,108,850644,2,2,0,Presencial,2025-09-04,0
CLI0601,22,Femenino,Bogotá,Salud,44,727652,1,1,2,Presencial,2025-02-04,0
CLI0602,53,Masculino,Bucaramanga,Salud,21,619243,1,1,2,Web,2025-08-18,0
CLI0603,51,Femenino,Barranquilla,Vehiculo,28,255121,2,1,1,Telefonico,2025-06-15,0
CLI0604,69,Masculino,Medellín,Hogar,104,749277,2,2,0,Web,2025-12-20,0
CLI0605,48,Masculino,Bogotá,Hogar,54,551797,2,2,0,Telefonico,2026-03-01,1
CLI0606,27,Masculino,Cali,Salud,54,330144,2,1,1,Web,2026-01-01,0
CLI0607,75,Masculino,Barranquilla,Salud,65,144925,2,0,0,App,2026-05-01,0
CLI0608,36,Femenino,Medellín,Hogar,100,449360,6,2,1,Web,2025-09-04,0
CLI0609,75,Femenino,Bucaramanga,Vida,21,674557,0,3,0,Web,2025-04-21,0
CLI0610,49,Femenino,Bogotá,Hogar,107,383602,2,1,0,App,2024-10-29,0
CLI0611,18,Masculino,Medellín,Hogar,99,431181,2,1,1,App,2024-08-22,0
CLI0612,73,Femenino,Bucaramanga,Salud,13,756473,0,0,1,Presencial,2025-01-24,0
CLI0613,22,Femenino,Medellín,Salud,57,179977,2,2,2,Web,2025-12-16,0
CLI0614,62,Femenino,Barranquilla,Vida,49,585838,1,0,0,App,2026-01-19,0
CLI0615,21,Masculino,Barranquilla,Vida,118,599163,1,1,0,App,2025-02-17,0
CLI0616,33,Masculino,Barranquilla,Vehiculo,54,563442,4,1,0,Presencial,2025-12-01,1
CLI0617,41,Masculino,Bogotá,Hogar,10,910371,3,0,0,Telefonico,2025-07-08,0
CLI0618,33,Femenino,Barranquilla,Salud,53,109345,1,1,0,App,2025-10-29,0
CLI0619,72,Femenino,Bucaramanga,Vida,44,859976,0,1,0,App,2025-05-08,0
CLI0620,19,Femenino,Medellín,Vehiculo,47,452251,0,2,1,Web,2024-10-31,0
CLI0621,66,Masculino,Cali,Vehiculo,53,988298,0,2,1,Presencial,2024-12-22,1
CLI0622,45,Masculino,Bucaramanga,Salud,74,866086,2,0,0,Web,2025-01-04,0
CLI0623,49,Femenino,Bucaramanga,Salud,46,573814,2,2,0,Telefonico,2025-04-10,0
CLI0624,44,Masculino,Barranquilla,Vehiculo,13,411310,5,0,1,Presencial,2025-04-08,1
CLI0625,37,Masculino,Bogotá,Vida,37,783221,1,0,0,Web,2025-10-17,0
CLI0626,41,Masculino,Medellín,Vehiculo,102,177406,0,1,2,App,2024-09-02,0
CLI0627,29,Masculino,Bogotá,Hogar,24,391442,1,1,0,App,2024-09-10,0
CLI0628,67,Femenino,Medellín,Hogar,2,387086,2,0,3,Presencial,2024-09-22,0
CLI0629,52,Masculino,Medellín,Salud,86,607741,1,3,1,App,2024-09-05,0
CLI0630,50,Masculino,Bogotá,Vida,81,707099,3,0,1,Web,2025-02-07,0
CLI0631,50,Masculino,Bucaramanga,Vida,100,659223,2,1,1,Presencial,2025-09-05,0
CLI0632,68,Masculino,Medellín,Hogar,14,464583,1,1,5,App,2025-04-18,0
CLI0633,60,Femenino,Bogotá,Vehiculo,10,778730,3,1,0,App,2025-02-13,0
CLI0634,54,Femenino,Medellín,Salud,35,874760,0,1,2,Telefonico,2025-04-21,0
CLI0635,29,Masculino,Cali,Vehiculo,25,95534,0,1,1,Telefonico,2025-06-07,1
CLI0636,20,Masculino,Bucaramanga,Vehiculo,3,951712,1,1,0,Presencial,2024-12-01,0
CLI0637,18,Masculino,Barranquilla,Vehiculo,111,640608,4,2,1,Telefonico,2026-04-01,0
CLI0638,50,Masculino,Medellín,Vida,102,653458,2,1,0,Web,2025-09-27,0
CLI0639,57,Masculino,Cali,Hogar,17,180546,0,2,0,App,2025-09-01,0
CLI0640,27,Masculino,Barranquilla,Vida,12,684489,1,1,0,App,2025-06-07,0
CLI0641,60,Femenino,Barranquilla,Hogar,54,838761,1,1,1,App,2025-09-09,0
CLI0642,61,Masculino,Medellín,Salud,116,350784,2,1,1,Presencial,2024-10-21,1
CLI0643,46,Femenino,Bogotá,Salud,24,311324,3,1,1,Presencial,2025-01-05,0
CLI0644,30,Femenino,Medellín,Vehiculo,29,564273,3,1,2,Telefonico,2025-11-24,0
CLI0645,29,Masculino,Cali,Hogar,43,765409,3,1,2,App,2026-04-28,0
CLI0646,48,Femenino,Barranquilla,Hogar,25,478834,1,0,0,App,2025-10-09,0
CLI0647,63,Femenino,Medellín,Hogar,100,313612,1,0,2,App,2026-01-29,0
CLI0648,19,Femenino,Bogotá,Vehiculo,60,791413,1,1,0,App,2025-11-14,0
CLI0649,68,Femenino,Medellín,Vehiculo,90,999424,0,1,3,App,2024-10-03,0
CLI0650,67,Femenino,Bucaramanga,Salud,102,386081,2,3,1,Web,2026-01-27,0
CLI0651,52,Femenino,Bogotá,Vida,65,805084,1,0,0,App,2025-06-18,0
CLI0652,40,Masculino,Cali,Hogar,84,223279,3,0,2,Web,2026-05-24,0
CLI0653,34,Femenino,Barranquilla,Hogar,119,276846,2,0,1,App,2024-11-12,0
CLI0654,43,Femenino,Medellín,Vida,28,768332,1,3,2,Presencial,2026-07-24,0
CLI0655,25,Femenino,Bogotá,Hogar,16,484015,1,2,0,Presencial,2025-11-09,0
CLI0656,46,Masculino,Bucaramanga,Vehiculo,47,806448,2,0,4,Web,2025-04-04,1
CLI0657,43,Femenino,Bogotá,Vehiculo,81,502132,0,1,0,App,2024-11-22,0
CLI0658,27,Masculino,Bucaramanga,Hogar,104,150463,3,2,0,Presencial,2025-07-26,0
CLI0659,43,Femenino,Cali,Vehiculo,92,173500,1,0,1,Presencial,2024-09-23,0
CLI0660,51,Masculino,Barranquilla,Vehiculo,58,287772,0,1,0,App,2026-05-10,0
CLI0661,68,Masculino,Cali,Hogar,76,641446,0,0,2,App,2024-10-24,0
CLI0662,58,Femenino,Medellín,Salud,27,164607,1,3,2,Presencial,2026-01-02,0
CLI0663,24,Femenino,Bogotá,Vida,118,986071,0,2,1,App,2025-09-22,0
CLI0664,21,Masculino,Bucaramanga,Vehiculo,53,849305,2,2,0,Telefonico,2024-12-05,0
CLI0665,75,Femenino,Bucaramanga,Salud,42,413840,1,1,0,App,2025-08-29,0
CLI0666,70,Masculino,Bogotá,Vehiculo,59,927942,0,1,1,Presencial,2025-03-29,0
CLI0667,67,Masculino,Bogotá,Vehiculo,47,200076,0,3,3,Presencial,2025-06-24,0
CLI0668,62,Masculino,Medellín,Vida,94,138692,1,1,0,Web,2024-10-31,0
CLI0669,28,Masculino,Cali,Vehiculo,105,735129,0,0,0,Telefonico,2026-01-22,0
CLI0670,46,Masculino,Bucaramanga,Vida,34,797104,2,1,1,Presencial,2024-09-29,0
CLI0671,73,Femenino,Medellín,Vida,37,882242,1,1,0,Telefonico,2025-08-31,0
CLI0672,53,Masculino,Cali,Vida,6,241081,2,1,1,App,2025-02-25,0
CLI0673,42,Masculino,Medellín,Salud,7,191718,1,3,1,Presencial,2024-11-20,1
CLI0674,38,Femenino,Bucaramanga,Hogar,96,433076,0,0,0,Web,2026-05-06,0
CLI0675,74,Masculino,Bogotá,Salud,96,604480,1,1,0,Presencial,2024-12-30,0
CLI0676,53,Femenino,Bogotá,Hogar,117,327536,6,1,1,Web,2026-05-31,0
CLI0677,27,Femenino,Cali,Hogar,25,116413,2,0,3,Telefonico,2025-07-10,0
CLI0678,54,Femenino,Barranquilla,Vida,33,223888,1,2,1,Web,2026-03-08,0
CLI0679,26,Masculino,Cali,Vehiculo,55,643370,2,0,2,App,2026-03-01,0
CLI0680,41,Masculino,Barranquilla,Vida,58,931480,3,0,1,App,2024-11-20,0
CLI0681,52,Masculino,Medellín,Vehiculo,7,727418,1,2,0,App,2024-10-10,0
CLI0682,66,Femenino,Medellín,Hogar,116,655228,3,0,0,Presencial,2024-09-02,0
CLI0683,52,Masculino,Bucaramanga,Vida,57,767490,0,2,1,App,2025-08-17,0
CLI0684,65,Femenino,Barranquilla,Vehiculo,12,644430,2,1,0,App,2026-02-04,0
CLI0685,53,Masculino,Bucaramanga,Salud,16,602780,0,2,1,Presencial,2025-04-01,1
CLI0686,35,Femenino,Bogotá,Vehiculo,80,116468,3,1,1,Telefonico,2024-10-09,1
CLI0687,66,Masculino,Barranquilla,Vida,43,746015,2,1,0,App,2025-11-27,1
CLI0688,56,Masculino,Cali,Salud,117,258969,4,2,1,App,2025-11-20,0
CLI0689,49,Masculino,Bogotá,Vehiculo,100,503291,1,1,1,Presencial,2025-03-19,1
CLI0690,41,Femenino,Bogotá,Vehiculo,77,995480,3,0,1,Telefonico,2025-02-06,0
CLI0691,40,Femenino,Cali,Vehiculo,7,575413,0,1,2,Telefonico,2025-08-14,1
CLI0692,49,Masculino,Bogotá,Vehiculo,100,316187,2,1,1,Telefonico,2025-03-07,0
CLI0693,54,Masculino,Barranquilla,Vehiculo,111,122056,1,1,1,Presencial,2026-07-19,0
CLI0694,29,Femenino,Bucaramanga,Salud,51,131831,1,1,1,Web,2025-01-19,0
CLI0695,66,Femenino,Bogotá,Hogar,73,925623,0,1,2,Web,2026-03-03,1
CLI0696,72,Femenino,Barranquilla,Salud,32,853952,1,1,2,App,2026-06-12,0
CLI0697,30,Masculino,Medellín,Salud,75,988380,0,1,0,App,2025-12-29,0
CLI0698,40,Femenino,Barranquilla,Salud,8,506488,0,0,1,App,2024-10-26,0
CLI0699,42,Masculino,Bucaramanga,Hogar,97,712405,2,0,2,Web,2025-07-25,0
CLI0700,52,Femenino,Barranquilla,Vida,87,356815,0,1,1,Presencial,2026-04-10,0
CLI0701,58,Masculino,Cali,Hogar,89,369192,0,0,0,App,2025-11-22,0
CLI0702,47,Femenino,Bucaramanga,Salud,120,892395,3,0,0,Presencial,2025-08-25,0
CLI0703,34,Femenino,Medellín,Vehiculo,72,648242,2,0,1,App,2026-06-09,0
CLI0704,66,Femenino,Cali,Vehiculo,45,545525,1,1,0,Presencial,2026-03-24,0
CLI0705,37,Femenino,Barranquilla,Salud,86,313192,4,0,1,Presencial,2026-01-20,0
CLI0706,65,Femenino,Bucaramanga,Vehiculo,59,437574,2,1,0,Web,2024-12-18,0
CLI0707,42,Masculino,Medellín,Salud,4,605005,3,2,0,Presencial,2026-06-05,0
CLI0708,39,Femenino,Cali,Vehiculo,104,353820,2,1,1,Telefonico,2026-04-26,0
CLI0709,30,Femenino,Medellín,Hogar,67,477650,1,1,0,Web,2026-01-15,0
CLI0710,36,Femenino,Barranquilla,Vida,29,260882,2,0,2,App,2024-10-23,0
CLI0711,66,Masculino,Medellín,Vida,105,198696,3,4,0,Web,2026-03-07,0
CLI0712,53,Femenino,Bogotá,Hogar,29,997262,2,0,1,Telefonico,2024-09-16,0
CLI0713,29,Masculino,Cali,Hogar,98,84994,1,0,0,Telefonico,2025-01-03,0
CLI0714,58,Femenino,Medellín,Salud,98,870666,2,1,0,Presencial,2025-01-01,0
CLI0715,36,Femenino,Barranquilla,Salud,28,149300,2,2,1,Telefonico,2025-10-10,1
CLI0716,29,Masculino,Barranquilla,Salud,77,386093,1,2,1,Telefonico,2024-08-08,1
CLI0717,26,Femenino,Medellín,Vehiculo,79,641693,1,1,1,Telefonico,2024-11-18,0
CLI0718,24,Masculino,Barranquilla,Salud,87,377016,0,1,1,Telefonico,2024-09-16,0
CLI0719,45,Masculino,Bucaramanga,Hogar,44,384359,1,2,1,App,2026-07-20,0
CLI0720,31,Femenino,Bucaramanga,Vida,90,627473,0,2,4,App,2025-09-02,0
CLI0721,48,Masculino,Bucaramanga,Vehiculo,4,778802,2,2,0,Web,2025-12-24,0
CLI0722,69,Femenino,Bogotá,Salud,90,596479,2,0,1,Presencial,2025-06-29,1
CLI0723,36,Femenino,Medellín,Vehiculo,104,524975,2,1,1,App,2025-08-24,0
CLI0724,75,Masculino,Bogotá,Vehiculo,9,907585,0,1,4,Telefonico,2025-03-07,0
CLI0725,64,Masculino,Barranquilla,Salud,119,419679,2,2,0,Presencial,2026-02-10,0
CLI0726,33,Masculino,Bogotá,Vehiculo,5,737941,2,1,0,App,2025-04-20,0
CLI0727,70,Masculino,Barranquilla,Vida,56,131717,3,1,0,Web,2026-02-16,0
CLI0728,22,Femenino,Barranquilla,Hogar,96,82763,3,2,3,Telefonico,2024-09-01,0
CLI0729,52,Femenino,Cali,Hogar,84,435054,3,0,0,Presencial,2026-02-12,0
CLI0730,29,Masculino,Bucaramanga,Vida,50,135480,2,1,0,App,2025-01-14,0
CLI0731,42,Femenino,Barranquilla,Vehiculo,75,774119,2,3,0,Presencial,2025-03-07,1
CLI0732,69,Femenino,Cali,Salud,15,287139,0,0,0,App,2026-01-24,1
CLI0733,38,Femenino,Bucaramanga,Vehiculo,32,198094,2,2,1,Web,2026-04-03,1
CLI0734,53,Femenino,Barranquilla,Vida,28,760667,2,1,0,Telefonico,2026-04-18,0
CLI0735,70,Masculino,Barranquilla,Vehiculo,22,831731,2,3,0,Web,2024-09-26,0
CLI0736,40,Masculino,Bogotá,Hogar,105,615352,0,0,1,Telefonico,2026-06-21,0
CLI0737,33,Femenino,Bogotá,Vehiculo,17,156848,0,2,1,Telefonico,2024-09-23,0
CLI0738,74,Masculino,Bucaramanga,Vida,59,641836,2,0,1,Presencial,2025-09-14,0
CLI0739,56,Masculino,Barranquilla,Hogar,90,248017,1,1,2,App,2025-08-31,0
CLI0740,62,Masculino,Medellín,Vehiculo,108,872908,2,1,1,Web,2026-02-22,0
CLI0741,70,Femenino,Bogotá,Vehiculo,71,524972,2,2,1,Web,2025-11-10,0
CLI0742,59,Femenino,Bucaramanga,Hogar,106,956533,4,2,1,Web,2025-02-17,0
CLI0743,75,Femenino,Barranquilla,Salud,57,606670,0,1,0,Presencial,2024-09-15,0
CLI0744,56,Masculino,Barranquilla,Hogar,26,522899,1,0,1,Presencial,2025-04-11,0
CLI0745,31,Femenino,Medellín,Salud,25,561215,0,0,0,Presencial,2025-08-14,0
CLI0746,48,Femenino,Bucaramanga,Vida,10,780636,0,0,2,Telefonico,2025-02-02,0
CLI0747,75,Masculino,Barranquilla,Vida,45,565097,0,2,1,Web,2026-01-03,0
CLI0748,22,Femenino,Bogotá,Hogar,83,583516,1,1,1,Telefonico,2025-03-23,0
CLI0749,52,Femenino,Medellín,Hogar,11,500162,2,1,0,Web,2025-07-15,1
CLI0750,40,Masculino,Bucaramanga,Vida,77,683986,0,0,3,Web,2024-09-24,0
CLI0751,46,Masculino,Medellín,Salud,53,850050,1,0,2,App,2025-04-07,0
CLI0752,60,Masculino,Bogotá,Vida,72,847669,3,2,2,Web,2026-07-27,0
CLI0753,28,Femenino,Bucaramanga,Hogar,104,125095,1,0,1,Presencial,2026-06-28,0
CLI0754,35,Femenino,Medellín,Vida,68,553146,3,1,1,Presencial,2026-03-09,0
CLI0755,64,Femenino,Cali,Hogar,111,472118,3,3,1,Presencial,2025-08-15,0
CLI0756,29,Masculino,Bogotá,Hogar,95,893629,2,2,1,App,2024-12-26,0
CLI0757,26,Masculino,Bogotá,Vida,28,994051,1,1,1,App,2025-04-23,0
CLI0758,27,Femenino,Bogotá,Salud,75,626298,1,1,0,Telefonico,2025-08-18,0
CLI0759,75,Femenino,Cali,Vehiculo,107,497339,1,3,0,Web,2026-03-29,0
CLI0760,61,Masculino,Cali,Vida,65,430067,1,3,1,Web,2025-11-03,0
CLI0761,34,Masculino,Barranquilla,Vehiculo,49,738250,0,0,0,Presencial,2025-08-09,0
CLI0762,55,Masculino,Medellín,Vida,47,472670,2,1,0,Presencial,2025-02-20,0
CLI0763,24,Masculino,Barranquilla,Vehiculo,52,189162,1,1,0,Presencial,2025-03-21,0
CLI0764,63,Femenino,Medellín,Salud,102,463071,3,0,2,Presencial,2026-03-01,1
CLI0765,30,Masculino,Cali,Salud,88,350170,2,1,3,Presencial,2026-06-09,0
CLI0766,57,Femenino,Cali,Vida,54,407069,2,0,1,Presencial,2026-03-05,1
CLI0767,59,Femenino,Barranquilla,Hogar,60,673130,0,3,1,Web,2025-03-16,0
CLI0768,26,Femenino,Bucaramanga,Vehiculo,57,375809,2,1,2,App,2025-05-08,1
CLI0769,67,Masculino,Barranquilla,Hogar,47,351421,1,0,2,Presencial,2025-12-25,0
CLI0770,44,Masculino,Medellín,Hogar,31,253311,3,0,0,Web,2024-11-14,1
CLI0771,75,Masculino,Barranquilla,Hogar,105,520880,2,2,2,Presencial,2025-10-28,0
CLI0772,19,Masculino,Bogotá,Salud,46,914440,0,2,1,Telefonico,2025-05-06,0
CLI0773,22,Femenino,Medellín,Vida,114,881115,4,0,0,Telefonico,2025-05-30,0
CLI0774,46,Masculino,Medellín,Vida,26,736030,2,3,0,Web,2026-05-10,0
CLI0775,54,Masculino,Bucaramanga,Salud,113,300283,3,1,0,App,2025-12-26,0
CLI0776,55,Femenino,Cali,Salud,114,753249,0,0,1,Telefonico,2025-02-20,0
CLI0777,36,Masculino,Medellín,Vida,5,528828,1,1,2,Telefonico,2025-06-23,1
CLI0778,25,Femenino,Cali,Hogar,84,779895,2,1,0,App,2025-10-15,0
CLI0779,65,Femenino,Barranquilla,Vehiculo,52,420686,2,2,0,Telefonico,2025-06-07,0
CLI0780,62,Femenino,Bogotá,Vehiculo,105,396463,1,1,1,Presencial,2025-08-27,0
CLI0781,18,Femenino,Bucaramanga,Vehiculo,75,325144,1,1,0,App,2024-08-20,1
CLI0782,39,Femenino,Cali,Hogar,120,958499,1,0,2,Telefonico,2024-09-30,1
CLI0783,69,Femenino,Medellín,Vida,54,756999,2,1,1,App,2025-06-08,0
CLI0784,34,Femenino,Cali,Salud,33,275784,3,2,2,Presencial,2026-01-06,1
CLI0785,24,Femenino,Medellín,Vida,50,856505,3,1,1,Telefonico,2024-09-14,0
CLI0786,42,Masculino,Cali,Hogar,38,411119,1,3,0,Web,2024-09-04,0
CLI0787,62,Masculino,Medellín,Salud,27,243244,1,1,1,Telefonico,2025-11-09,0
CLI0788,21,Masculino,Barranquilla,Hogar,98,532413,1,2,0,Telefonico,2026-06-26,0
CLI0789,53,Masculino,Medellín,Vehiculo,15,181158,3,3,0,Presencial,2025-07-24,1
CLI0790,23,Femenino,Medellín,Vehiculo,96,878009,3,1,1,Web,2025-03-31,0
CLI0791,48,Masculino,Bogotá,Hogar,61,943731,2,2,1,Web,2025-11-15,0
CLI0792,36,Femenino,Medellín,Salud,21,886608,1,0,0,Web,2025-02-16,0
CLI0793,61,Masculino,Bogotá,Salud,46,143972,0,1,3,Presencial,2026-07-09,0
CLI0794,71,Masculino,Bucaramanga,Vida,69,986450,1,0,0,Presencial,2026-04-19,0
CLI0795,56,Masculino,Bogotá,Vehiculo,6,563007,1,0,2,Presencial,2025-12-03,1
CLI0796,44,Femenino,Barranquilla,Vida,38,514219,1,1,1,Presencial,2024-08-15,0
CLI0797,27,Masculino,Bogotá,Vida,62,362140,2,1,5,Presencial,2025-11-21,0
CLI0798,43,Femenino,Bucaramanga,Hogar,86,705210,3,0,1,Web,2026-03-12,0
CLI0799,36,Femenino,Barranquilla,Hogar,62,953030,3,2,1,App,2024-10-15,0
CLI0800,56,Masculino,Cali,Vida,82,640219,1,1,1,Presencial,2025-05-07,0
CLI0801,20,Masculino,Cali,Vehiculo,78,728456,2,0,2,App,2025-09-28,0
CLI0802,62,Masculino,Bogotá,Hogar,74,246782,1,0,1,Telefonico,2025-03-19,0
CLI0803,30,Femenino,Bogotá,Vida,46,203099,2,0,1,Telefonico,2024-11-17,0
CLI0804,67,Masculino,Bucaramanga,Vida,13,638981,0,4,1,Presencial,2026-07-24,1
CLI0805,45,Femenino,Bucaramanga,Vida,95,188944,1,2,0,Telefonico,2026-05-24,0
CLI0806,75,Femenino,Medellín,Vida,94,828943,0,2,1,App,2024-08-29,0
CLI0807,37,Masculino,Bucaramanga,Vida,3,811862,1,1,1,Telefonico,2024-09-09,0
CLI0808,45,Masculino,Medellín,Vida,94,883806,1,3,1,Telefonico,2025-01-03,0
CLI0809,25,Femenino,Barranquilla,Hogar,6,327572,1,3,0,App,2026-05-25,1
CLI0810,58,Femenino,Bogotá,Vehiculo,93,423615,0,1,0,Telefonico,2024-08-13,0
CLI0811,56,Femenino,Barranquilla,Vida,8,650201,2,2,1,Presencial,2025-06-19,0
CLI0812,18,Masculino,Bucaramanga,Salud,44,990115,1,0,2,App,2025-03-01,0
CLI0813,20,Femenino,Barranquilla,Hogar,109,277097,3,3,0,App,2026-04-04,0
CLI0814,30,Masculino,Barranquilla,Hogar,107,910948,0,0,0,Web,2026-07-01,0
CLI0815,45,Femenino,Barranquilla,Vida,108,692084,1,2,0,Web,2025-03-01,0
CLI0816,74,Femenino,Bucaramanga,Hogar,33,368213,4,1,0,App,2025-04-05,0
CLI0817,66,Masculino,Barranquilla,Vida,81,984765,1,0,0,App,2026-01-06,0
CLI0818,42,Femenino,Medellín,Vehiculo,112,164811,0,1,1,Web,2024-10-01,0
CLI0819,73,Masculino,Bucaramanga,Vehiculo,75,270121,1,3,1,Presencial,2024-12-30,1
CLI0820,50,Masculino,Barranquilla,Hogar,77,837180,1,1,2,Telefonico,2025-07-10,0
CLI0821,55,Femenino,Bucaramanga,Hogar,50,460172,2,0,0,Telefonico,2025-06-15,0
CLI0822,70,Masculino,Cali,Salud,11,643466,2,3,0,Telefonico,2025-07-27,0
CLI0823,23,Masculino,Medellín,Hogar,95,899253,3,0,0,App,2025-08-13,0
CLI0824,75,Femenino,Barranquilla,Salud,28,534151,3,0,0,Presencial,2025-08-30,0
CLI0825,61,Masculino,Cali,Vehiculo,108,621287,2,2,1,Web,2025-10-16,0
CLI0826,62,Masculino,Cali,Vehiculo,70,535738,1,1,0,Presencial,2026-03-14,0
CLI0827,49,Masculino,Bucaramanga,Vida,41,380856,3,1,2,Presencial,2025-10-05,0
CLI0828,62,Femenino,Cali,Vehiculo,16,275623,1,1,1,Telefonico,2026-07-19,0
CLI0829,64,Masculino,Medellín,Salud,68,775532,1,1,0,Web,2024-10-06,0
CLI0830,38,Femenino,Medellín,Hogar,99,375866,1,3,1,Presencial,2025-05-30,0
CLI0831,33,Femenino,Bogotá,Vida,48,877057,1,1,1,Web,2025-06-27,0
CLI0832,71,Masculino,Medellín,Salud,56,278237,1,2,1,App,2026-04-14,1
CLI0833,38,Masculino,Cali,Hogar,64,611147,0,0,1,Telefonico,2025-04-03,0
CLI0834,28,Masculino,Medellín,Vida,59,715274,3,2,0,Web,2025-08-10,0
CLI0835,54,Femenino,Bucaramanga,Vehiculo,90,836942,3,1,2,App,2026-03-05,0
CLI0836,53,Masculino,Bogotá,Salud,62,363983,3,0,0,App,2024-08-15,0
CLI0837,52,Masculino,Cali,Hogar,76,369360,2,1,0,App,2025-09-28,0
CLI0838,36,Masculino,Bogotá,Vida,11,919385,1,2,1,Presencial,2025-02-14,0
CLI0839,37,Masculino,Cali,Vida,101,557697,1,1,2,Presencial,2026-06-02,1
CLI0840,74,Masculino,Bucaramanga,Vehiculo,89,533809,1,1,1,Telefonico,2025-05-23,0
CLI0841,35,Femenino,Bogotá,Hogar,18,129522,2,1,1,Telefonico,2026-07-11,0
CLI0842,64,Femenino,Barranquilla,Vehiculo,19,310233,0,1,2,App,2025-07-15,0
CLI0843,58,Masculino,Cali,Vehiculo,87,478102,0,0,1,Telefonico,2025-11-29,0
CLI0844,66,Masculino,Barranquilla,Hogar,55,453393,2,1,2,Presencial,2026-05-20,0
CLI0845,31,Masculino,Bogotá,Hogar,102,87485,0,1,0,Telefonico,2025-05-09,0
CLI0846,32,Masculino,Barranquilla,Hogar,118,504671,4,1,0,Web,2026-05-17,0
CLI0847,48,Femenino,Barranquilla,Salud,82,847344,0,1,1,Presencial,2024-09-02,0
CLI0848,18,Masculino,Bogotá,Hogar,26,192701,0,1,1,App,2024-12-19,0
CLI0849,70,Femenino,Bucaramanga,Vida,6,287352,1,2,1,App,2025-07-07,0
CLI0850,71,Femenino,Barranquilla,Vehiculo,4,706926,1,1,0,Telefonico,2025-01-01,0
CLI0851,71,Masculino,Barranquilla,Salud,108,264514,4,1,1,Presencial,2025-08-24,0
CLI0852,20,Femenino,Bucaramanga,Hogar,115,525093,1,2,0,App,2025-10-15,0
CLI0853,33,Femenino,Barranquilla,Salud,29,878658,1,1,0,App,2025-01-10,0
CLI0854,40,Femenino,Barranquilla,Hogar,59,697693,2,2,0,Presencial,2025-09-04,0
CLI0855,74,Femenino,Barranquilla,Salud,98,889020,1,0,2,Presencial,2025-11-15,0
CLI0856,28,Masculino,Medellín,Vehiculo,17,290048,5,1,2,App,2025-06-01,0
CLI0857,29,Masculino,Bucaramanga,Vehiculo,107,767069,3,0,2,Telefonico,2024-08-29,0
CLI0858,27,Femenino,Barranquilla,Vida,43,117019,4,1,0,Telefonico,2026-07-26,0
CLI0859,49,Masculino,Bucaramanga,Vida,117,341497,2,2,0,Telefonico,2026-07-26,0
CLI0860,33,Masculino,Cali,Hogar,80,669421,1,0,0,Web,2026-01-22,0
CLI0861,25,Masculino,Cali,Vehiculo,66,980876,1,1,1,Presencial,2026-03-06,0
CLI0862,55,Masculino,Barranquilla,Salud,34,801818,2,2,2,App,2025-06-22,0
CLI0863,29,Masculino,Bucaramanga,Salud,119,459747,1,1,1,Web,2025-11-16,0
CLI0864,41,Femenino,Bucaramanga,Salud,8,238598,2,2,0,Telefonico,2024-08-01,0
CLI0865,45,Masculino,Bucaramanga,Vida,13,732873,2,1,1,Web,2025-04-09,1
